response_id,enrollment_id,group_id,group_name,group_code,is_preview,assignment_external_id,assignment_title,question_external_id,kc_name,step_key,attempts,first_try_correct,replayed,created_at
883878,1923,337,PREP - 6th Grade,PRP6,f,6fa9b223-b9fe-4923-b20f-1a22e9266a9e,Lesson 1 Part A: Positive and Negative Numbers,c564c0c6-ff7c-4e26-a1b8-2acfec6a9fb3,Comparing integers on number lines,step-1,1,t,f,2026-04-12 03:15:50.422122+00
883878,1923,337,PREP - 6th Grade,PRP6,f,6fa9b223-b9fe-4923-b20f-1a22e9266a9e,Lesson 1 Part A: Positive and Negative Numbers,c564c0c6-ff7c-4e26-a1b8-2acfec6a9fb3,Comparing integers on number lines,step-10,1,t,f,2026-04-12 03:15:50.422122+00
883878,1923,337,PREP - 6th Grade,PRP6,f,6fa9b223-b9fe-4923-b20f-1a22e9266a9e,Lesson 1 Part A: Positive and Negative Numbers,c564c0c6-ff7c-4e26-a1b8-2acfec6a9fb3,Comparing integers on number lines,step-2,1,t,f,2026-04-12 03:15:50.422122+00
883878,1923,337,PREP - 6th Grade,PRP6,f,6fa9b223-b9fe-4923-b20f-1a22e9266a9e,Lesson 1 Part A: Positive and Negative Numbers,c564c0c6-ff7c-4e26-a1b8-2acfec6a9fb3,Comparing integers on number lines,step-3,1,t,f,2026-04-12 03:15:50.422122+00
883878,1923,337,PREP - 6th Grade,PRP6,f,6fa9b223-b9fe-4923-b20f-1a22e9266a9e,Lesson 1 Part A: Positive and Negative Numbers,c564c0c6-ff7c-4e26-a1b8-2acfec6a9fb3,Comparing integers on number lines,step-4,1,t,f,2026-04-12 03:15:50.422122+00
883878,1923,337,PREP - 6th Grade,PRP6,f,6fa9b223-b9fe-4923-b20f-1a22e9266a9e,Lesson 1 Part A: Positive and Negative Numbers,c564c0c6-ff7c-4e26-a1b8-2acfec6a9fb3,Comparing integers on number lines,step-5,1,t,f,2026-04-12 03:15:50.422122+00
883878,1923,337,PREP - 6th Grade,PRP6,f,6fa9b223-b9fe-4923-b20f-1a22e9266a9e,Lesson 1 Part A: Positive and Negative Numbers,c564c0c6-ff7c-4e26-a1b8-2acfec6a9fb3,Comparing integers on number lines,step-6,1,t,f,2026-04-12 03:15:50.422122+00
883878,1923,337,PREP - 6th Grade,PRP6,f,6fa9b223-b9fe-4923-b20f-1a22e9266a9e,Lesson 1 Part A: Positive and Negative Numbers,c564c0c6-ff7c-4e26-a1b8-2acfec6a9fb3,Comparing integers on number lines,step-7,1,t,f,2026-04-12 03:15:50.422122+00
883878,1923,337,PREP - 6th Grade,PRP6,f,6fa9b223-b9fe-4923-b20f-1a22e9266a9e,Lesson 1 Part A: Positive and Negative Numbers,c564c0c6-ff7c-4e26-a1b8-2acfec6a9fb3,Comparing integers on number lines,step-8,1,t,f,2026-04-12 03:15:50.422122+00
883878,1923,337,PREP - 6th Grade,PRP6,f,6fa9b223-b9fe-4923-b20f-1a22e9266a9e,Lesson 1 Part A: Positive and Negative Numbers,c564c0c6-ff7c-4e26-a1b8-2acfec6a9fb3,Comparing integers on number lines,step-9,1,t,f,2026-04-12 03:15:50.422122+00
883879,1923,337,PREP - 6th Grade,PRP6,f,6fa9b223-b9fe-4923-b20f-1a22e9266a9e,Lesson 1 Part A: Positive and Negative Numbers,b1f0fb12-2d7b-4adb-a864-ad2cd2480df3,Real-world negatives on number lines,step-0,1,t,f,2026-04-12 03:17:05.666243+00
883879,1923,337,PREP - 6th Grade,PRP6,f,6fa9b223-b9fe-4923-b20f-1a22e9266a9e,Lesson 1 Part A: Positive and Negative Numbers,b1f0fb12-2d7b-4adb-a864-ad2cd2480df3,Real-world negatives on number lines,step-1,1,t,f,2026-04-12 03:17:05.666243+00
883879,1923,337,PREP - 6th Grade,PRP6,f,6fa9b223-b9fe-4923-b20f-1a22e9266a9e,Lesson 1 Part A: Positive and Negative Numbers,b1f0fb12-2d7b-4adb-a864-ad2cd2480df3,Real-world negatives on number lines,step-2,1,t,f,2026-04-12 03:17:05.666243+00
883879,1923,337,PREP - 6th Grade,PRP6,f,6fa9b223-b9fe-4923-b20f-1a22e9266a9e,Lesson 1 Part A: Positive and Negative Numbers,b1f0fb12-2d7b-4adb-a864-ad2cd2480df3,Real-world negatives on number lines,step-3,1,t,f,2026-04-12 03:17:05.666243+00
883879,1923,337,PREP - 6th Grade,PRP6,f,6fa9b223-b9fe-4923-b20f-1a22e9266a9e,Lesson 1 Part A: Positive and Negative Numbers,b1f0fb12-2d7b-4adb-a864-ad2cd2480df3,Real-world negatives on number lines,step-4,1,t,f,2026-04-12 03:17:05.666243+00
883879,1923,337,PREP - 6th Grade,PRP6,f,6fa9b223-b9fe-4923-b20f-1a22e9266a9e,Lesson 1 Part A: Positive and Negative Numbers,b1f0fb12-2d7b-4adb-a864-ad2cd2480df3,Real-world negatives on number lines,step-5,1,t,f,2026-04-12 03:17:05.666243+00
883879,1923,337,PREP - 6th Grade,PRP6,f,6fa9b223-b9fe-4923-b20f-1a22e9266a9e,Lesson 1 Part A: Positive and Negative Numbers,b1f0fb12-2d7b-4adb-a864-ad2cd2480df3,Real-world negatives on number lines,step-6,1,t,f,2026-04-12 03:17:05.666243+00
883879,1923,337,PREP - 6th Grade,PRP6,f,6fa9b223-b9fe-4923-b20f-1a22e9266a9e,Lesson 1 Part A: Positive and Negative Numbers,b1f0fb12-2d7b-4adb-a864-ad2cd2480df3,Real-world negatives on number lines,step-7,1,t,f,2026-04-12 03:17:05.666243+00
883879,1923,337,PREP - 6th Grade,PRP6,f,6fa9b223-b9fe-4923-b20f-1a22e9266a9e,Lesson 1 Part A: Positive and Negative Numbers,b1f0fb12-2d7b-4adb-a864-ad2cd2480df3,Real-world negatives on number lines,step-8,1,t,f,2026-04-12 03:17:05.666243+00
883879,1923,337,PREP - 6th Grade,PRP6,f,6fa9b223-b9fe-4923-b20f-1a22e9266a9e,Lesson 1 Part A: Positive and Negative Numbers,b1f0fb12-2d7b-4adb-a864-ad2cd2480df3,Real-world negatives on number lines,step-9,1,t,f,2026-04-12 03:17:05.666243+00
883883,1923,337,PREP - 6th Grade,PRP6,f,78c72546-66f4-4b0b-a6e0-6930daf021dd,Lesson 2 Part A: Points on the Number Line,e1f33d26-0fa1-4e17-b92a-a8187c358dc1,Decimals on the number line,step-0,1,t,f,2026-04-12 03:19:37.259927+00
883883,1923,337,PREP - 6th Grade,PRP6,f,78c72546-66f4-4b0b-a6e0-6930daf021dd,Lesson 2 Part A: Points on the Number Line,e1f33d26-0fa1-4e17-b92a-a8187c358dc1,Decimals on the number line,step-1,2,f,t,2026-04-12 03:19:37.259927+00
883883,1923,337,PREP - 6th Grade,PRP6,f,78c72546-66f4-4b0b-a6e0-6930daf021dd,Lesson 2 Part A: Points on the Number Line,e1f33d26-0fa1-4e17-b92a-a8187c358dc1,Decimals on the number line,step-2,1,t,f,2026-04-12 03:19:37.259927+00
883883,1923,337,PREP - 6th Grade,PRP6,f,78c72546-66f4-4b0b-a6e0-6930daf021dd,Lesson 2 Part A: Points on the Number Line,e1f33d26-0fa1-4e17-b92a-a8187c358dc1,Decimals on the number line,step-3,1,t,f,2026-04-12 03:19:37.259927+00
883883,1923,337,PREP - 6th Grade,PRP6,f,78c72546-66f4-4b0b-a6e0-6930daf021dd,Lesson 2 Part A: Points on the Number Line,e1f33d26-0fa1-4e17-b92a-a8187c358dc1,Decimals on the number line,step-4,1,t,f,2026-04-12 03:19:37.259927+00
